"STATION","NAME","DATE","HLY-DEWP-NORMAL","HLY-TEMP-NORMAL"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-06T22:00:00","28.5","39.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-06T23:00:00","28.4","38.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T00:00:00","27.9","36.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T01:00:00","28.2","36.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T02:00:00","28.1","35.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T03:00:00","27.7","34.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T04:00:00","27.6","34.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T05:00:00","27.3","33.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T06:00:00","27.6","33.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T07:00:00","28.7","36.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T08:00:00","28.6","39.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T09:00:00","28.2","42.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T10:00:00","27.6","45.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T11:00:00","27.2","47.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T12:00:00","27.2","49.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T13:00:00","27.1","50.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T14:00:00","26.8","50.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T15:00:00","26.8","50.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T16:00:00","26.8","50.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T17:00:00","26.9","49.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T18:00:00","27.2","47.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T19:00:00","27.8","44.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T20:00:00","28.2","42.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T21:00:00","28.4","40.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T22:00:00","28.5","39.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-07T23:00:00","28.4","38.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T00:00:00","27.8","37.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T01:00:00","28.2","36.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T02:00:00","28.1","35.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T03:00:00","27.8","34.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T04:00:00","27.7","34.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T05:00:00","27.4","33.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T06:00:00","27.6","33.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T07:00:00","28.8","36.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T08:00:00","28.6","39.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T09:00:00","28.2","43.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T10:00:00","27.6","45.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T11:00:00","27.2","47.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T12:00:00","27.2","49.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T13:00:00","27.1","50.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T14:00:00","26.8","51.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T15:00:00","26.9","51.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T16:00:00","26.9","50.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T17:00:00","27.0","49.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T18:00:00","27.4","47.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T19:00:00","27.9","45.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T20:00:00","28.3","42.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T21:00:00","28.5","41.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T22:00:00","28.6","39.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-08T23:00:00","28.5","38.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T00:00:00","28.1","37.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T01:00:00","28.3","36.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T02:00:00","28.3","35.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T03:00:00","28.0","35.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T04:00:00","27.9","34.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T05:00:00","27.7","33.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T06:00:00","28.0","34.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T07:00:00","29.1","37.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T08:00:00","28.9","40.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T09:00:00","28.4","43.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T10:00:00","27.9","46.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T11:00:00","27.5","48.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T12:00:00","27.4","49.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T13:00:00","27.2","51.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T14:00:00","27.0","51.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T15:00:00","27.0","51.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T16:00:00","27.1","51.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T17:00:00","27.2","50.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T18:00:00","27.6","48.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T19:00:00","28.2","45.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T20:00:00","28.6","43.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T21:00:00","28.8","41.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T22:00:00","28.8","39.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-09T23:00:00","28.8","38.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T00:00:00","28.5","37.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T01:00:00","28.6","36.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T02:00:00","28.6","36.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T03:00:00","28.2","35.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T04:00:00","28.2","34.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T05:00:00","28.0","33.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T06:00:00","28.3","34.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T07:00:00","29.5","37.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T08:00:00","29.3","40.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T09:00:00","28.8","43.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T10:00:00","28.3","46.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T11:00:00","27.9","48.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T12:00:00","27.8","50.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T13:00:00","27.7","51.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T14:00:00","27.5","52.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T15:00:00","27.5","52.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T16:00:00","27.6","51.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T17:00:00","27.7","50.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T18:00:00","28.1","48.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T19:00:00","28.7","45.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T20:00:00","29.0","43.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T21:00:00","29.2","41.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T22:00:00","29.2","40.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-10T23:00:00","29.1","39.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T00:00:00","29.0","38.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T01:00:00","29.0","37.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T02:00:00","28.9","36.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T03:00:00","28.5","35.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T04:00:00","28.5","34.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T05:00:00","28.3","34.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T06:00:00","28.6","34.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T07:00:00","29.7","38.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T08:00:00","29.5","41.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T09:00:00","29.0","44.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T10:00:00","28.5","46.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T11:00:00","28.2","49.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T12:00:00","28.1","50.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T13:00:00","27.9","51.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T14:00:00","27.7","52.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T15:00:00","27.7","52.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T16:00:00","27.7","52.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T17:00:00","27.9","50.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T18:00:00","28.3","48.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T19:00:00","28.8","46.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T20:00:00","29.2","44.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T21:00:00","29.3","42.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T22:00:00","29.3","40.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-11T23:00:00","29.2","39.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T00:00:00","29.1","38.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T01:00:00","29.0","37.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T02:00:00","28.9","36.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T03:00:00","28.6","35.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T04:00:00","28.5","34.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T05:00:00","28.3","34.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T06:00:00","28.7","34.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T07:00:00","29.8","38.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T08:00:00","29.5","41.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T09:00:00","29.0","44.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T10:00:00","28.5","47.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T11:00:00","28.1","49.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T12:00:00","28.0","51.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T13:00:00","27.9","52.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T14:00:00","27.7","53.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T15:00:00","27.7","53.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T16:00:00","27.7","52.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T17:00:00","27.9","51.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T18:00:00","28.4","49.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T19:00:00","29.0","46.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T20:00:00","29.3","44.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T21:00:00","29.5","42.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T22:00:00","29.6","41.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-12T23:00:00","29.6","39.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T00:00:00","29.6","38.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T01:00:00","29.3","37.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T02:00:00","29.2","36.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T03:00:00","28.9","35.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T04:00:00","28.8","35.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T05:00:00","28.7","34.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T06:00:00","29.1","35.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T07:00:00","30.3","38.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T08:00:00","29.9","42.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T09:00:00","29.3","45.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T10:00:00","28.8","48.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T11:00:00","28.4","50.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T12:00:00","28.3","52.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T13:00:00","28.1","53.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T14:00:00","28.0","53.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T15:00:00","28.0","54.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T16:00:00","28.1","53.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T17:00:00","28.3","52.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T18:00:00","28.7","50.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T19:00:00","29.4","47.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T20:00:00","29.7","45.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T21:00:00","29.9","43.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T22:00:00","29.9","41.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-13T23:00:00","30.0","40.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T00:00:00","30.0","38.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T01:00:00","29.7","37.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T02:00:00","29.6","36.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T03:00:00","29.4","36.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T04:00:00","29.3","35.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T05:00:00","29.1","34.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T06:00:00","29.6","35.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T07:00:00","30.7","39.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T08:00:00","30.3","42.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T09:00:00","29.7","45.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T10:00:00","29.2","48.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T11:00:00","28.7","51.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T12:00:00","28.6","52.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T13:00:00","28.4","54.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T14:00:00","28.3","54.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T15:00:00","28.2","54.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T16:00:00","28.3","54.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T17:00:00","28.5","53.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T18:00:00","28.9","50.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T19:00:00","29.6","47.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T20:00:00","30.0","45.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T21:00:00","30.2","43.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T22:00:00","30.3","41.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-14T23:00:00","30.3","40.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T00:00:00","30.4","39.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T01:00:00","30.2","38.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T02:00:00","30.1","37.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T03:00:00","29.9","36.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T04:00:00","29.7","35.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T05:00:00","29.6","35.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T06:00:00","30.0","35.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T07:00:00","31.1","39.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T08:00:00","30.7","43.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T09:00:00","30.1","46.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T10:00:00","29.6","49.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T11:00:00","29.1","51.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T12:00:00","29.0","53.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T13:00:00","28.9","54.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T14:00:00","28.7","55.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T15:00:00","28.6","55.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T16:00:00","28.7","54.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T17:00:00","28.9","53.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T18:00:00","29.3","51.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T19:00:00","30.0","48.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T20:00:00","30.4","46.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T21:00:00","30.7","43.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T22:00:00","30.7","42.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-15T23:00:00","30.7","40.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T00:00:00","30.9","39.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T01:00:00","30.6","38.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T02:00:00","30.5","37.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T03:00:00","30.2","36.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T04:00:00","30.1","35.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T05:00:00","29.9","35.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T06:00:00","30.4","36.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T07:00:00","31.5","39.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T08:00:00","31.1","43.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T09:00:00","30.5","47.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T10:00:00","30.0","49.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T11:00:00","29.5","52.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T12:00:00","29.4","53.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T13:00:00","29.3","55.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T14:00:00","29.1","55.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T15:00:00","29.1","55.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T16:00:00","29.1","55.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T17:00:00","29.3","53.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T18:00:00","29.7","51.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T19:00:00","30.4","48.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T20:00:00","30.8","46.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T21:00:00","31.1","44.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T22:00:00","31.1","42.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-16T23:00:00","31.0","41.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T00:00:00","31.1","39.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T01:00:00","31.0","39.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T02:00:00","30.9","38.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T03:00:00","30.7","37.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T04:00:00","30.5","36.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T05:00:00","30.3","35.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T06:00:00","30.8","36.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T07:00:00","31.9","40.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T08:00:00","31.5","44.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T09:00:00","30.9","47.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T10:00:00","30.3","50.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T11:00:00","29.9","52.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T12:00:00","29.7","53.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T13:00:00","29.5","55.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T14:00:00","29.4","55.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T15:00:00","29.4","56.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T16:00:00","29.5","55.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T17:00:00","29.5","54.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T18:00:00","29.9","52.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T19:00:00","30.6","49.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T20:00:00","31.0","46.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T21:00:00","31.3","44.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T22:00:00","31.4","43.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-17T23:00:00","31.3","41.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-18T00:00:00","31.5","40.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-18T01:00:00","31.4","39.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-18T02:00:00","31.3","38.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-18T03:00:00","31.1","37.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-18T04:00:00","30.9","36.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-18T05:00:00","30.7","36.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-18T06:00:00","31.3","37.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-18T07:00:00","32.4","40.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-18T08:00:00","32.0","44.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-18T09:00:00","31.4","47.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-18T10:00:00","30.8","50.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-18T11:00:00","30.4","52.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","04-18T12:00:00","30.2","54.4"
